number,value,params_batch_size,params_delta_min,params_fclayer1,params_fclayer2,params_first_conv_outchann,params_learning_rate,params_max_loss_reset,params_second_conv_outchann,params_split_size,params_weight_decay,state
112,0.006410094443708658,40,0,180,120,10,0.0009964390949172214,1,16,0.75,0.016209644127890784,COMPLETE
113,0.0022067002952098846,40,0,180,120,10,0.0005363322447046958,1,16,0.75,0.014265849899149158,COMPLETE
114,0.00010456191666889936,40,0,180,120,10,0.0008608161190522003,1,16,0.75,0.013672452263334191,COMPLETE
115,3.6486299359239636e-05,40,0,180,120,10,0.0008800323252531653,1,16,0.75,0.0134384102843684,COMPLETE
116,4.771766252815723e-05,40,0.1,180,120,10,0.0008727962616725242,1,16,0.75,0.013400020884256469,COMPLETE
117,0.00031729553011246027,40,0.1,180,120,10,0.0008853084393371337,1,16,0.75,0.022617226517798194,COMPLETE
118,0.0018236108589917421,40,0.1,180,120,10,0.0008218350042473041,1,16,0.75,0.013376071008211029,COMPLETE
119,0.0011766593903303145,40,0.1,180,90,10,0.0006927820803465077,7,24,0.75,0.015514210817311599,COMPLETE
120,0.00015688886342104524,40,0.1,180,120,8,0.0009296470360914655,1,16,0.75,0.01421481937168013,COMPLETE
121,0.00015849494666326792,40,0.1,180,120,8,0.0009214558798643861,1,16,0.75,0.014352151342239182,COMPLETE
122,0.00015619398618582636,40,0.1,180,120,8,0.0009309895247581125,1,16,0.75,0.01437708942170168,COMPLETE
123,0.00026283181505277754,40,0.1,180,120,8,0.0009489633024006498,1,16,0.75,0.01394130528947157,COMPLETE
124,0.0008619041647762061,40,0.1,180,120,8,0.0008865715328239986,1,16,0.75,0.013390822272760719,COMPLETE
125,0.0014574544038623571,40,0.1,180,120,8,0.0008546711082915308,1,16,0.75,0.014412755361329452,COMPLETE
126,0.00025806791381910443,40,0.1,180,120,8,0.0009954436231532323,1,16,0.75,0.012653817883106152,COMPLETE
127,0.002582611469551921,40,0.1,180,120,8,0.0007278893145737002,1,16,0.75,0.08876420892105424,COMPLETE
128,0.0038985685911029576,40,0.1,180,120,8,0.0006096597641796295,1,16,0.75,0.06185628689783902,COMPLETE
129,0.0009717145701870322,40,0.1,180,90,8,0.0009146494499160503,1,24,0.75,0.016878382619362066,COMPLETE
130,0.00012915186234749854,40,0.1,180,0,8,0.0008134863111085963,1,16,0.75,0.011149495961046535,COMPLETE
131,0.0006719461758621037,40,0.1,180,60,8,0.0007913458445488967,1,16,0.75,0.011016644198268413,COMPLETE
132,0.0018686408177018166,40,0.1,180,30,8,0.0006845462127121136,1,16,0.75,0.011280944321242591,COMPLETE
133,0.0012343989452347159,40,0.1,180,120,8,0.000827840183113831,1,16,0.75,0.013130227624818646,COMPLETE
134,0.0024134105071425436,40,0.1,180,120,8,0.0009975763439974094,1,16,0.75,0.010412887281455254,COMPLETE
135,0.000379782693926245,40,0.1,180,120,8,0.0007620619171238575,1,16,0.75,0.012245909529808812,COMPLETE
136,0.0026702685980126263,40,0.1,180,0,8,0.0006329809757374716,1,16,0.75,0.013891362217687313,COMPLETE
137,0.004342313809320331,40,0.1,180,0,8,0.0008864571988907332,1,16,0.75,0.014457045719883333,COMPLETE
138,0.0016295863548293709,40,0.1,180,90,8,0.0005793776535770605,1,20,0.75,0.011744550941659057,COMPLETE
139,0.0010433885268867015,50,0.1,180,60,6,0.0006873754104089812,1,16,0.75,0.012632201675112718,COMPLETE
140,0.0003719603642821312,40,0.1,180,120,8,0.0008489808503465545,1,16,0.75,0.014974202579508922,COMPLETE
141,0.001129060797393322,40,0.1,180,120,10,0.0007617122495100615,1,16,0.75,0.015236768017213836,COMPLETE
142,0.0008096359786577522,40,0.1,180,120,10,0.0009223423400480039,1,16,0.75,0.01003135107419222,COMPLETE
143,0.0009037524694576859,40,0.1,180,30,10,0.0007806718607690601,1,16,0.75,0.013640962585583902,COMPLETE
144,5.305502636474557e-05,40,0.1,180,120,10,0.0007124597006180646,1,16,0.75,0.015764829782460243,COMPLETE
145,0.001883325632661581,40,0.1,180,120,10,0.0006650799700614424,1,16,0.75,0.016196634289372586,COMPLETE
146,0.0011677168775349855,40,0.1,180,120,10,0.0009126950989080429,1,16,0.75,0.017251132848776666,COMPLETE
147,0.0002149583713617176,40,0.1,180,120,10,0.0007228838036244336,1,24,0.75,0.01448109666579119,COMPLETE
148,0.00019348963105585425,40,0.1,180,120,6,0.0008538847807812791,1,16,0.75,0.015749995028984966,COMPLETE
149,0.0029580938164144753,40,0.1,180,120,10,0.0009902242739776852,1,16,0.75,0.01784169062235426,COMPLETE
150,0.0016985868103802204,40,0.1,180,120,8,0.0005763852228849177,1,24,0.75,0.013125517934965577,COMPLETE
151,0.0019969311077147724,40,0,180,120,10,0.0008133678945536533,1,16,0.75,0.01515463595273571,COMPLETE
152,0.00012526439095381648,40,0,180,120,10,0.0007874593597119147,1,16,0.75,0.01403992925088419,COMPLETE
153,0.0024348292499780655,40,0,180,120,10,0.0007168537940333209,1,16,0.75,0.013897772493008135,COMPLETE
154,3.60949372407049e-05,40,0.1,180,120,10,0.0006306037982067,1,16,0.75,0.010814973780334414,COMPLETE
155,0.0003625928889960051,40,0,180,120,10,0.0006409291227246026,1,16,0.75,0.010806430207866287,COMPLETE
156,0.0009441011119633913,40,0,180,120,10,0.000750151488475834,1,16,0.75,0.01217781017914672,COMPLETE
157,0.0012850590283051133,40,0.1,180,120,10,0.0005033575012199813,1,16,0.75,0.011405778356923427,COMPLETE
158,0.00018721909436862915,40,0,180,120,10,0.0008321807244972493,1,16,0.75,0.012958122200223372,COMPLETE
159,0.001030972320586443,40,0,180,150,10,0.0006252350318093289,1,16,0.75,0.011812486136455445,COMPLETE
160,0.000763465219642967,40,0.1,180,90,10,0.0005508195144711621,1,16,0.75,0.01356408400804524,COMPLETE
161,0.0015103001846000553,40,0.1,180,120,10,0.0009145677940672612,1,16,0.75,0.014608411658189359,COMPLETE
162,0.0004543000890407711,40,0.1,180,120,10,0.0009291811352883058,1,16,0.75,0.010515216403283966,COMPLETE
163,0.0002783186733722687,40,0.1,180,120,10,0.0008284022327788943,1,16,0.75,0.01582992635799365,COMPLETE
164,6.515913191833534e-05,40,0.1,180,120,10,0.0007082784735966101,1,16,0.75,0.01254543897222243,COMPLETE
165,0.009863492427393794,40,0.1,180,120,10,0.0007139951519384223,1,16,0.75,0.012455804569302365,COMPLETE
166,0.0017409240594133736,40,0,180,120,10,0.000667419713260177,1,24,0.75,0.011310055381574213,COMPLETE
167,0.017125862278044225,40,0.1,180,120,10,0.0007487996140964092,1,16,0.75,0.013201534456188015,COMPLETE
168,0.0016405201517045499,40,0,180,120,10,0.0007963205854798298,1,16,0.75,0.010759612629020253,COMPLETE
169,0.0019910230301320555,40,0.1,180,120,10,5.7410799055111975e-05,1,16,0.75,0.012628664758337325,COMPLETE
170,0.0009781203931197523,40,0,180,120,10,0.0006165838130249316,5,20,0.75,0.012085397776763571,COMPLETE
171,0.00020766160741914064,40,0.1,180,120,8,0.0009100173086300405,1,16,0.75,0.013970253760747595,COMPLETE
172,0.00019575494225136935,40,0.1,180,120,10,0.0008606412200413486,1,16,0.75,0.014632463343899714,COMPLETE
173,0.0015101574826985598,40,0.1,180,120,10,0.0009992986098166599,1,16,0.75,0.016591822512018024,COMPLETE
174,0.003285711212083697,40,0.1,180,120,8,0.000793264016043649,1,16,0.75,0.013392899222816137,COMPLETE
175,0.0004180495801847428,40,0.1,180,120,10,0.0006901583327463924,1,16,0.75,0.01412269321288943,COMPLETE
176,0.000503818888682872,40,0.1,180,120,10,3.456602196052806e-05,1,16,0.75,0.015243751956628755,COMPLETE
177,0.0005279828677885234,40,0,180,150,10,0.0009165952370000094,1,24,0.75,0.012853398226590039,COMPLETE
178,0.0012146849185228348,40,0.1,150,60,8,0.0008558239831068707,1,16,0.75,0.01420386683573777,COMPLETE
179,6.307724252110347e-05,40,0,180,120,10,0.0007440832542418232,1,16,0.75,0.018310841474573982,COMPLETE
180,4.541111848084256e-05,40,0,180,120,10,0.0007355219844171086,1,16,0.75,0.01973420117157713,COMPLETE
181,0.0003557014395482838,40,0,180,120,10,0.0007385566588874046,1,16,0.75,0.017664286864676155,COMPLETE
182,7.477837498299777e-05,40,0,180,120,10,0.0005833909740582169,1,16,0.75,0.0194034770458196,COMPLETE
183,0.0011569293448701501,40,0,180,120,10,0.0005977793137064576,1,16,0.75,0.01955801856114095,COMPLETE
184,0.00027320230146870016,40,0,180,120,10,0.0006566934120297845,1,16,0.75,0.020779988486622745,COMPLETE
185,0.0026622064877301456,40,0,180,120,10,0.0004991606196597179,7,16,0.75,0.021239864814056035,COMPLETE
186,0.0009173416648991406,40,0,180,120,10,0.0007126850563153836,1,16,0.75,0.018200910918911354,COMPLETE
187,0.0021640834398567676,40,0,180,120,10,0.0005634222793858243,1,16,0.75,0.019104664703150625,COMPLETE
188,0.0005082171643152833,40,0,180,120,10,0.0007751783629811198,1,16,0.7,0.018243961531507175,COMPLETE
189,0.00015703521785326302,40,0,180,120,10,0.0006665173760747242,1,16,0.75,0.016883969623505947,COMPLETE
190,0.0014096981380134822,40,0,180,150,10,0.0008050569717700522,1,24,0.75,0.0196664525378977,COMPLETE
191,0.0004469913779757917,40,0,180,120,10,0.0008592237148082934,1,16,0.75,0.017393363315439257,COMPLETE
192,0.003253121394664049,40,0,180,120,10,0.0007559482588402663,1,16,0.75,0.034474166199987014,COMPLETE
193,0.0004910686053335667,40,0,180,120,10,0.000984661154524329,1,16,0.75,0.02029334223979455,COMPLETE
194,0.0015608357731252908,40,0,180,120,10,0.0006060869365395726,1,16,0.75,0.018668068341583362,COMPLETE
195,0.001373540540225804,40,0,180,120,10,0.0008454845379422315,1,16,0.75,0.016154489850494246,COMPLETE
196,0.00011878628865815699,40,0,180,120,10,0.0007057889971488177,1,16,0.75,0.010174820062741492,COMPLETE
197,0.001099885255098343,40,0,180,0,10,0.0006932059701226966,1,16,0.75,0.01003982882874045,COMPLETE
198,4.019331245217472e-05,40,0,180,120,10,0.0005384055469446135,1,16,0.75,0.010841122761904286,COMPLETE
199,3.1197799398796636e-05,40,0,180,120,10,0.0005790687553224267,1,16,0.75,0.010629071351225436,COMPLETE
