number,value,params_batch_size,params_delta_min,params_fclayer1,params_fclayer2,params_first_conv_outchann,params_learning_rate,params_max_loss_reset,params_second_conv_outchann,params_split_size,params_weight_decay,state
60,0.0008558633551001549,50,0.1,120,150,10,0.000453730978119804,1,24,0.7,0.02685624297147723,COMPLETE
61,6.933037220733241e-05,40,0.1,120,120,10,0.0009211423255309966,1,24,0.7,0.02469197288022912,COMPLETE
62,0.0014988461276516317,40,0.1,120,120,10,0.0006898737811476535,1,24,0.7,0.025089759502586927,COMPLETE
63,0.000322792143560946,40,0.1,120,120,10,0.0008576402824650535,1,24,0.7,0.017751151368725633,COMPLETE
64,3.5097340150969104e-05,40,0.1,120,120,10,0.0009842578852260002,1,24,0.7,0.02110705983007546,COMPLETE
65,0.0005546970409341156,40,0.1,120,150,10,0.0009641888737036795,1,24,0.7,0.02151348972520484,COMPLETE
66,0.020753287151455878,40,0.1,120,90,10,0.0003949456417444538,3,24,0.7,0.020291692590608514,COMPLETE
67,0.0002540877612773329,40,0.1,120,120,8,0.00023206181032070638,1,24,0.7,0.028194928249325343,COMPLETE
68,0.00498167023062706,50,0.1,120,90,10,0.0008264827019490087,7,24,0.7,0.024185025850230506,COMPLETE
69,0.01883825920522213,40,0.1,210,60,10,0.00029681298651616274,3,24,0.7,0.03262304634401507,COMPLETE
70,0.002349583121637503,30,0.1,120,120,10,0.0005144552256385149,1,24,0.7,0.022924855690255198,COMPLETE
71,0.0009967718622647225,40,0.1,120,120,10,0.0006628173170504192,1,24,0.7,0.018143050880261625,COMPLETE
72,4.2462634883122516e-05,40,0.1,120,120,10,0.000730298818041253,1,24,0.7,0.01961498472264618,COMPLETE
73,7.401920156553387e-05,40,0.1,120,120,10,0.0009811765718797712,1,24,0.7,0.01679944741337546,COMPLETE
74,5.466735892696306e-05,40,0.1,120,150,10,0.0008049657015492831,1,24,0.7,0.017146625616978856,COMPLETE
75,0.00013800242741126567,40,0.1,120,150,10,0.0007515770552903263,1,24,0.7,0.014608427801013324,COMPLETE
76,4.774520008747155e-05,30,0.1,120,150,8,0.0008647364913298449,1,24,0.7,0.015778334251322523,COMPLETE
77,0.001430661976337433,30,0.1,120,150,8,0.0007423042566091163,9,24,0.7,0.015757843949601034,COMPLETE
78,0.0031144769551853337,30,0.1,120,150,8,0.0006135233200332427,3,24,0.7,0.013054962126810581,COMPLETE
79,0.002799246273934841,30,0.1,120,150,6,0.0004181314014831383,1,24,0.7,0.01209050813347394,COMPLETE
80,0.0010541674525787433,30,0.1,120,150,8,0.0008456069446495123,1,20,0.7,0.016648612888715223,COMPLETE
81,0.00045318639604374766,40,0.1,120,90,10,0.0008827024936978856,1,24,0.7,0.019702493634544353,COMPLETE
82,0.00011059657408623025,40,0.1,120,90,10,0.0007242926337735612,1,24,0.7,0.021678975178447354,COMPLETE
83,0.0005118897592183202,40,0.1,120,150,10,0.0005229402693994931,1,24,0.7,0.015435756625987734,COMPLETE
84,0.00024987401557154956,40,0.1,120,120,8,0.0009919820802049698,1,24,0.7,0.013866201408958171,COMPLETE
85,6.104634376242757e-05,40,0.1,120,90,10,0.0006358052204127278,1,24,0.7,0.025721030530974322,COMPLETE
86,0.00014045536906147997,30,0.1,120,90,10,0.0003624946296464839,1,24,0.7,0.017577789783621303,COMPLETE
87,9.332855697721242e-05,40,0.1,120,60,10,0.00017198733203270885,1,24,0.7,0.027180437931275264,COMPLETE
88,0.002787353890016675,40,0.1,120,90,10,0.0006115144942974899,1,24,0.7,0.022621598634227177,COMPLETE
89,0.004543239921331405,50,0.1,120,90,8,0.0006647021883469605,3,24,0.7,0.01933550479249957,COMPLETE
90,0.00011025634012185037,40,0.1,120,90,10,0.0007950474734244311,1,24,0.7,0.02126373672928512,COMPLETE
91,0.0003194446908310056,40,0.1,120,120,10,0.0008302751984569622,1,24,0.7,0.02564690326200558,COMPLETE
92,0.0006766681210137904,40,0.1,120,120,10,0.0004716333836170312,1,24,0.7,0.031076588292780462,COMPLETE
93,8.17716572782956e-05,40,0.1,120,150,10,0.0008884937734310988,1,24,0.7,0.02395555058119072,COMPLETE
94,0.31535171419382096,40,0.1,120,90,10,0.0005475888718246038,1,24,0.7,0.025290187946789135,COMPLETE
95,0.00012888725614175202,40,0.1,120,120,10,0.0007136387822891045,1,24,0.7,0.018590455953782305,COMPLETE
96,0.0017446105368435383,30,0.1,120,120,10,0.00022272473323059285,1,24,0.7,0.028573266204824675,COMPLETE
97,0.002821948379278183,40,0,120,90,10,0.00029869306833560984,1,24,0.7,0.016177963917272723,COMPLETE
98,0.0014555233996361495,40,0.1,120,150,6,0.0006610084468027027,1,24,0.7,0.0196896609038568,COMPLETE
99,0.00018236248579341918,40,0.1,150,120,10,0.0009088441292275529,1,24,0.7,0.023608315704815537,COMPLETE
100,0.002700545638799667,50,0,120,60,12,8.745466210089877e-05,1,24,0.7,0.01758473034435736,COMPLETE
101,8.123016159515828e-05,40,0.1,120,120,10,0.0009677703336808464,1,24,0.7,0.016650723272993974,COMPLETE
102,0.0013708877377212048,40,0.1,120,120,10,0.0007626260715657172,1,24,0.7,0.017081225023574193,COMPLETE
103,0.00041481334483250976,40,0.1,120,120,10,0.0006064435721779941,1,24,0.7,0.015182214149744543,COMPLETE
104,4.122687460039742e-05,40,0.1,120,120,10,0.0009342122096420357,1,24,0.7,0.020940626350518413,COMPLETE
105,0.0011893256567418575,40,0.1,120,120,10,0.0008019622254701214,1,24,0.7,0.021138955746171466,COMPLETE
106,0.0007784751593135298,40,0.1,120,120,10,0.0004849808605138279,1,24,0.7,0.022495175942366153,COMPLETE
107,0.0004886153619736433,40,0.1,210,90,10,0.0009982293017724926,1,24,0.7,0.026235342287369543,COMPLETE
108,0.0001229762778772662,30,0,120,150,10,0.0008843887403596391,3,24,0.7,0.024695175597945356,COMPLETE
109,0.0026220889296382664,40,0.1,120,120,10,0.0006962205052967927,7,24,0.7,0.02032555263816454,COMPLETE
110,0.0016034408006817102,40,0.1,120,90,10,0.0005560099090933328,1,24,0.7,0.018429693457886902,COMPLETE
111,4.3943756463704633e-05,40,0.1,120,120,10,0.0009275318095297828,1,24,0.7,0.019256945450032755,COMPLETE
112,0.0005821885657496751,40,0.1,120,120,10,0.0007563067122311521,1,24,0.7,0.019403729724757113,COMPLETE
113,0.0008231602725572885,40,0.1,120,120,10,0.0006405902132604102,1,24,0.7,0.021797629988184204,COMPLETE
114,0.0025080458261072637,40,0.1,120,120,10,0.0009051915328345963,1,24,0.7,0.023156061550620163,COMPLETE
115,0.0009325823397375643,40,0.1,120,150,10,0.0008339044884389635,1,24,0.7,0.020857344923481444,COMPLETE
116,0.00020819178316742182,40,0,120,120,10,0.0007184156822265707,1,24,0.7,0.019023852092365682,COMPLETE
117,0.0031245084013789893,40,0.1,120,120,10,0.00014834846508485558,1,24,0.7,0.01777272608308699,COMPLETE
118,7.983244577189908e-05,40,0.1,120,90,10,0.0007992569651669468,1,24,0.7,0.02020453576290341,COMPLETE
119,5.287094390951097e-05,40,0.1,120,150,10,0.00042339994763304937,1,24,0.7,0.022335465637003536,COMPLETE
120,0.0019463584137459596,30,0,120,150,10,0.00026825335572526867,1,24,0.7,0.02191042952652345,COMPLETE
121,4.531888189376332e-05,40,0.1,120,150,10,0.00043932762891830664,1,24,0.7,0.023848047616940204,COMPLETE
122,0.0004927915870212018,40,0.1,120,150,10,0.00032317777341811375,1,24,0.7,0.02800127524568488,COMPLETE
123,0.00018196882447227836,40,0.1,120,150,10,0.0004304247252652461,1,24,0.7,0.023301109118293663,COMPLETE
124,0.06816328167915345,40,0.1,120,150,10,0.0005174167224261684,1,24,0.7,0.01849013909556019,COMPLETE
125,0.0016522751189768313,40,0.1,120,150,10,0.0003575172122534953,1,24,0.7,0.016021622393018794,COMPLETE
126,0.0013985034776851535,40,0.1,120,150,10,0.00041333392555402334,1,24,0.7,0.022413037078757775,COMPLETE
127,0.0007029721164144576,40,0.1,120,150,10,0.00038382275020058603,1,24,0.7,0.02095704979123644,COMPLETE
128,0.0004058972874190658,40,0.1,120,150,10,0.00046292628697427334,1,24,0.7,0.019237611043851997,COMPLETE
129,0.0009221709333360195,40,0.1,120,150,8,0.0005636829191421749,1,24,0.7,0.017172988153019007,COMPLETE
130,3.2101956821861674e-05,40,0,120,150,10,0.0006089117701324312,1,20,0.7,0.014309483543460455,COMPLETE
131,0.001426443667151034,40,0,120,150,10,0.0006270987198181082,1,20,0.7,0.01417340728101206,COMPLETE
132,0.0009196974220685661,40,0,120,150,10,0.0007061286485944369,1,20,0.7,0.013706116163146693,COMPLETE
133,3.880059157381766e-05,40,0,120,150,10,0.0005828983554955038,1,20,0.7,0.015077314271943854,COMPLETE
134,0.0014913494233042002,40,0,120,150,10,0.0005824023539045737,1,20,0.7,0.014851575568165505,COMPLETE
135,0.0008364714100025594,40,0,120,150,10,0.0004970980748036443,1,20,0.7,0.012644292567378082,COMPLETE
136,0.0008476421935483813,40,0,120,150,10,0.0004432017293138706,1,20,0.7,0.011828967238479628,COMPLETE
137,0.0003119399247225374,40,0,120,150,10,0.00026940528852558115,1,20,0.7,0.01587218039468189,COMPLETE
138,0.0003519723599310964,40,0,120,150,10,0.0003302428604046577,1,20,0.7,0.026482032862343744,COMPLETE
139,0.0016481397983928521,30,0,120,150,10,0.0008314276893357742,1,20,0.7,0.024255129220051512,COMPLETE
140,0.0007527051260694861,40,0,180,150,10,0.0006409487999290499,1,20,0.7,0.01453576023273482,COMPLETE
141,0.0007675663218833506,40,0,120,120,10,0.0007518658023057007,1,20,0.7,0.019902023781327275,COMPLETE
142,0.0004681674530729651,40,0.1,120,120,10,0.0005363703692887187,1,24,0.7,0.018182307712703388,COMPLETE
143,0.000490771874319762,40,0.1,120,90,10,0.0009998795884820627,1,20,0.7,0.015271825863404564,COMPLETE
144,0.0001440142485080287,40,0.1,120,150,10,0.0006095843629676427,1,24,0.7,0.013414183347096958,COMPLETE
145,0.0011788948439061641,40,0,120,120,10,0.0008760212331094474,1,24,0.7,0.016446561565055615,COMPLETE
146,3.0787079595029354e-05,40,0.1,120,90,10,0.0006987430728747981,1,24,0.7,0.020820370838178295,COMPLETE
147,0.00010406962828710676,40,0.1,120,90,10,0.0007026500215341748,1,24,0.7,0.021724866659460544,COMPLETE
148,0.0008102897554636002,40,0.1,120,90,10,0.00039278914188146014,1,24,0.7,0.02287167604808828,COMPLETE
149,0.006944206450134516,40,0,120,90,10,0.0007693771239865461,5,24,0.7,0.020113734227188474,COMPLETE
150,0.00016099211643449962,40,0.1,120,90,10,0.0004977186250514378,1,24,0.7,0.021065624349600628,COMPLETE
151,0.0003222221101168543,40,0.1,120,90,10,0.0005888637344307733,1,24,0.7,0.0176330324825975,COMPLETE
152,0.00016826915671117604,40,0.1,120,60,10,0.0006934030386363219,1,24,0.7,0.01933601236401665,COMPLETE
153,0.0001994939724681899,40,0.1,120,120,10,0.0006542078175529204,1,24,0.7,0.025473998997085877,COMPLETE
154,8.416356722591445e-05,40,0.1,120,150,10,0.0008320636581691985,1,24,0.7,0.023829361703699432,COMPLETE
155,0.00019835075363516808,40,0.1,120,120,10,0.0009008619965969984,1,24,0.7,0.017148857105842224,COMPLETE
156,0.0008946469984948635,40,0.1,120,150,10,0.0007733732333074948,1,24,0.7,0.01841329309055182,COMPLETE
157,0.0005331616569310426,50,0.1,120,90,10,0.0005550149286013575,1,24,0.7,0.02078436749819224,COMPLETE
158,3.655668624560349e-05,40,0.1,120,120,10,0.0006233551846047507,1,24,0.7,0.021998677808561462,COMPLETE
159,0.019423137605190276,40,0,120,120,10,0.0007329507760267719,9,24,0.75,0.022539491544548394,COMPLETE
160,0.00037596344482153653,40,0.1,120,150,10,0.0004636862123606393,1,24,0.7,0.021970657619193618,COMPLETE
161,0.00023679921869188548,40,0.1,120,120,10,0.0006489149288180194,1,24,0.7,0.019931652587305428,COMPLETE
162,0.001769338082522154,40,0.1,120,120,10,0.0008211862984061,1,24,0.7,0.02446338342344443,COMPLETE
163,0.00020387597032822669,40,0.1,120,120,10,0.0009324899076359791,1,24,0.7,0.023284892355965127,COMPLETE
164,0.00019735838286578656,40,0.1,120,120,10,0.0005851168888102753,1,24,0.7,0.021160429420230716,COMPLETE
165,0.0009611222660169006,40,0.1,120,120,10,0.0006652584980785453,1,24,0.7,0.015498760062483774,COMPLETE
166,0.000992785906419158,40,0.1,120,90,10,7.080863176867651e-05,1,24,0.7,0.01895615763561563,COMPLETE
167,0.0004008430347312242,40,0.1,120,150,10,0.0005241841068883813,1,24,0.7,0.016864774443470835,COMPLETE
168,0.00013105635589454322,40,0,120,120,10,0.0007575351273076127,1,24,0.7,0.0205549018446659,COMPLETE
169,0.0041274956427514555,40,0.1,120,150,10,0.0008889999443122804,1,24,0.7,0.0219006633699394,COMPLETE
170,0.0003848714346531779,40,0.1,120,90,8,0.0006348085216287018,1,24,0.7,0.03550331880841134,COMPLETE
171,0.00032714949920773504,40,0.1,120,120,10,0.0009349488338100067,1,24,0.7,0.02482997843394266,COMPLETE
172,0.001534943957813084,40,0.1,120,120,10,0.0008248853591218429,1,24,0.7,0.027396137664532104,COMPLETE
173,0.0004999459721148014,40,0.1,120,120,10,0.0009797233121588583,1,24,0.7,0.09508787678630463,COMPLETE
174,6.771700573153794e-05,40,0.1,120,120,10,0.0007361655355363432,1,24,0.7,0.02355354942502225,COMPLETE
175,0.00016360986046493053,40,0.1,120,60,10,0.0006992031804628834,1,24,0.7,0.022796462105870805,COMPLETE
176,0.0010461165569722653,40,0.1,120,120,10,0.0002160987015026427,1,16,0.7,0.025832609779332664,COMPLETE
177,5.15240004460793e-05,40,0,120,120,10,0.0005700430789906031,1,24,0.7,0.01915931431558926,COMPLETE
178,0.00021177241578698158,40,0,120,120,10,0.0005682763793229997,1,24,0.7,0.023963649791691573,COMPLETE
179,0.055885836482048035,40,0,120,150,6,0.00042160540732129266,1,24,0.7,0.01957520987433511,COMPLETE
180,0.000258260581176728,40,0,120,150,10,0.0005103951490857935,1,24,0.7,0.021468442596462654,COMPLETE
181,0.00014678708976134658,40,0,120,120,10,0.0006278810162759009,1,24,0.7,0.018187934755989822,COMPLETE
182,0.00034989867126569154,40,0,120,120,10,0.0007225504684558171,1,24,0.7,0.0188135240340962,COMPLETE
183,7.053008303046227e-05,40,0.1,120,120,10,0.0007714892338632287,1,24,0.7,0.02001677939278266,COMPLETE
184,0.00010261076968163252,40,0,120,120,10,0.0006005919834747383,1,24,0.7,0.022428270987678994,COMPLETE
185,0.0007167113712057471,40,0.1,120,120,10,0.0008158933921656461,1,24,0.7,0.016485985563880135,COMPLETE
186,0.0005305994884110988,40,0.1,120,120,10,0.0006844294693185068,1,24,0.7,0.017891765720039473,COMPLETE
187,0.00012632057478185744,40,0,120,90,10,0.00047453507158844827,1,24,0.7,0.020646133224515296,COMPLETE
188,0.0004273429687600583,40,0.1,120,120,10,0.00036739872284122254,1,24,0.7,0.023413764849960828,COMPLETE
189,0.00024592579575255513,40,0.1,120,150,10,0.0005617269420427301,1,24,0.7,0.014649266537383928,COMPLETE
190,0.005707240756601095,40,0.1,120,120,10,1.3773846099829663e-05,1,24,0.75,0.019283354897204757,COMPLETE
191,0.0005768333445303142,40,0.1,120,120,10,0.0008987293748659096,1,24,0.7,0.02489472198211286,COMPLETE
192,0.00018588064122013748,40,0.1,120,120,10,0.0008603393705052464,1,24,0.7,0.026282633696024262,COMPLETE
193,0.0009802080923691392,40,0.1,120,120,10,0.0007425874101812016,1,24,0.7,0.021633870368854908,COMPLETE
194,0.06941840052604675,40,0.1,120,120,10,0.0009991043950417482,7,24,0.7,0.02992670884969998,COMPLETE
195,0.0052192450501024725,40,0.1,120,150,10,5.28533274063304e-05,1,24,0.7,0.023161323229775287,COMPLETE
196,0.0003397537337150425,40,0,120,90,10,0.0006473428942031972,1,24,0.7,0.024457854533780677,COMPLETE
197,0.00040612703014630824,20,0.1,120,120,10,0.0003038253883194166,1,24,0.7,0.020757778495402873,COMPLETE
198,0.002385105099529028,40,0.1,120,120,10,0.0007994474039908309,1,24,0.7,0.016108147307836,COMPLETE
199,0.002641357807442546,40,0.1,120,150,10,0.0009050124692378752,1,24,0.7,0.02226410997577713,COMPLETE
200,0.0006198111572302878,40,0,120,90,10,0.0006983869850691321,1,24,0.7,0.02002467303116156,COMPLETE
201,3.155785125272814e-05,40,0.1,120,120,10,0.0008054086640732651,1,24,0.7,0.018985101312317013,COMPLETE
