number,value,params_batch_size,params_delta_min,params_fclayer1,params_fclayer2,params_first_conv_outchann,params_learning_rate,params_max_loss_reset,params_second_conv_outchann,params_split_size,params_weight_decay,state
39,0.00025964055481987695,30,0.1,150,120,12,0.00019001348085390476,1,24,0.7999999999999999,0.014280013171710994,COMPLETE
40,0.06585944145917892,20,0.1,180,60,12,4.290617710975787e-05,5,20,0.7999999999999999,0.010001999961125559,COMPLETE
41,0.0005128061670499544,30,0,120,90,8,0.0008222572132834487,3,20,0.75,0.017344734392631414,COMPLETE
42,0.08650667270024617,30,0.1,210,30,12,0.00011788954521049468,5,20,0.7999999999999999,0.0149303240280238,COMPLETE
43,0.0005003158352337777,40,0.1,210,30,12,0.00013952292440984449,3,20,0.7999999999999999,0.01329832371231192,COMPLETE
44,0.003370145857334137,50,0.1,210,0,10,7.717473065165425e-05,1,20,0.7999999999999999,0.02506360343165224,COMPLETE
45,0.004281907877884805,20,0.1,210,30,8,5.5802231867554235e-05,3,20,0.7999999999999999,0.011242119067118757,COMPLETE
46,0.00021470637457241538,40,0.1,210,60,12,0.00010044648015744883,1,16,0.7999999999999999,0.07257414293421469,COMPLETE
47,0.03331676602363586,50,0.1,210,30,10,0.00017954541639491546,5,20,0.7999999999999999,0.015497769601278077,COMPLETE
48,0.0007920530314246814,30,0,210,60,12,0.00031132399001006846,1,20,0.7,0.037051531241141446,COMPLETE
49,0.03334172546863556,50,0.1,180,30,6,2.578266512323428e-05,9,20,0.7999999999999999,0.012381612440684654,COMPLETE
50,0.018067332729697228,40,0.1,210,120,8,0.0004671297628528681,7,24,0.7999999999999999,0.018895017310317067,COMPLETE
51,0.01157276749610901,50,0.1,210,0,12,0.00023109472224438137,3,20,0.7999999999999999,0.04312190042465239,COMPLETE
52,0.0015114489942789078,30,0.1,210,60,12,9.92493471257798e-05,1,16,0.7999999999999999,0.07473999563930661,COMPLETE
53,0.12122573852539062,40,0.1,210,60,12,0.0001465000734064332,1,16,0.7999999999999999,0.05451415915619561,COMPLETE
54,1.120228499174118,40,0.1,210,90,12,0.0001201344440812352,1,16,0.7999999999999999,0.032067078161201946,COMPLETE
55,0.0032546817511320113,50,0.1,210,60,12,6.110568974997978e-05,1,16,0.7999999999999999,0.09999496798699412,COMPLETE
56,0.003531075604259968,50,0.1,210,60,10,0.0007985155918876965,3,16,0.7999999999999999,0.01060745369709452,COMPLETE
57,0.0007300332537852228,40,0.1,210,30,12,9.464924726957032e-05,1,20,0.7999999999999999,0.06866275090966047,COMPLETE
58,0.036460749059915545,40,0.1,180,90,12,0.00019541036531561167,3,24,0.7999999999999999,0.01398648507017315,COMPLETE
59,0.000841843681409955,50,0,210,30,10,7.053967363085911e-05,1,20,0.7999999999999999,0.08659321216764951,COMPLETE
60,0.0002746653655776754,20,0.1,210,90,12,0.0006077711588803249,1,16,0.75,0.012409398934830364,COMPLETE
61,0.0077476953466733296,30,0.1,210,60,12,4.835622668511961e-05,3,20,0.7999999999999999,0.058332871951380136,COMPLETE
62,0.0041289183621605234,30,0.1,150,150,12,0.000109187466745696,1,24,0.7999999999999999,0.014016710377376347,COMPLETE
63,0.0012713904647777478,30,0.1,150,120,12,0.00013910611505542112,1,24,0.7999999999999999,0.01647532272241373,COMPLETE
64,0.0002941054544256379,30,0.1,150,120,12,0.00021444599665425615,1,24,0.7999999999999999,0.010706513946314259,COMPLETE
65,0.08669984340667725,40,0.1,150,150,12,0.0001879051508515077,1,20,0.7999999999999999,0.015025371631518548,COMPLETE
66,0.00025320054264739157,30,0.1,120,60,12,0.00027517180973854797,1,20,0.7999999999999999,0.012099801845032182,COMPLETE
67,0.004302809610962867,50,0.1,120,60,10,0.00029677039354086224,1,20,0.7999999999999999,0.012067955721592489,COMPLETE
68,0.0028147544090946514,30,0.1,120,60,12,0.0003985809838603882,3,20,0.7,0.01102996036918449,COMPLETE
69,0.0033475801887107083,10,0.1,120,30,12,0.0008245378782883834,1,20,0.7999999999999999,0.013314580715751072,COMPLETE
70,0.0019239232642576098,40,0,210,60,12,0.00015796220086690253,1,20,0.7999999999999999,0.04200404041267158,COMPLETE
71,0.002796361520886421,50,0.1,180,60,10,0.00024474126342312135,5,20,0.7999999999999999,0.013036898499236694,COMPLETE
72,0.0010455635065833727,30,0.1,120,60,12,0.0002688321719776833,1,20,0.7999999999999999,0.02042842233090764,COMPLETE
73,,30,0.1,150,90,12,0.00013424156824190988,1,20,0.7999999999999999,0.017662891967173737,FAIL
74,0.005319471222658952,30,0,120,120,8,0.0002356509626565438,1,24,0.75,0.035963158497309945,COMPLETE
75,0.00235077782223622,30,0.1,150,90,12,0.00013424156824190988,1,20,0.7999999999999999,0.017662891967173737,COMPLETE
76,0.006616943081219991,30,0.1,210,30,12,0.00016498712391784518,1,20,0.7999999999999999,0.01061100717207263,COMPLETE
77,0.0013770055666100234,20,0.1,150,60,12,0.0002059493465997982,1,20,0.7999999999999999,0.014304889935895815,COMPLETE
78,0.0001598481961991638,30,0.1,210,90,12,8.370260679018397e-05,3,20,0.7999999999999999,0.011991305987579323,COMPLETE
79,0.022751697897911073,50,0.1,210,90,12,8.11249299869019e-05,3,20,0.7999999999999999,0.011656767064669846,COMPLETE
80,0.007684114947915077,30,0.1,210,90,12,0.00010789703668683873,3,20,0.7999999999999999,0.012057240473205038,COMPLETE
81,0.05330137200653553,40,0.1,210,90,12,0.0005252463994670126,7,20,0.7999999999999999,0.010052691666902824,COMPLETE
82,0.05561957359313965,50,0.1,210,30,12,0.0009062149617577724,3,20,0.7999999999999999,0.012928555225557506,COMPLETE
83,0.0013398009352385998,30,0.1,210,60,12,0.0006423158035839579,3,20,0.7999999999999999,0.01114174935146676,COMPLETE
84,0.004097543656826019,30,0.1,210,120,12,8.55616057633092e-05,1,20,0.7999999999999999,0.01602159595319803,COMPLETE
85,0.027655448019504546,30,0.1,180,60,6,0.00012931734302939823,5,20,0.7999999999999999,0.014627413133107333,COMPLETE
86,0.0005846245272550732,20,0.1,210,60,12,0.0001807109509726984,1,20,0.7999999999999999,0.024506791402871878,COMPLETE
87,0.005861689460774263,30,0.1,210,150,12,7.091661101308598e-05,3,20,0.7999999999999999,0.01358343851509641,COMPLETE
88,0.00012125865614507348,30,0.1,210,60,12,0.0003463331782873463,1,20,0.7999999999999999,0.01190203600031971,COMPLETE
89,0.0019340327940881251,50,0.1,210,60,12,0.00040482732861663024,1,20,0.7999999999999999,0.011850509647192245,COMPLETE
90,0.00015510163102590014,40,0.1,210,60,12,0.00035685683784136775,1,20,0.7999999999999999,0.010821489039513457,COMPLETE
91,0.024514656513929367,40,0.1,210,30,12,0.0007417768583975986,3,20,0.7999999999999999,0.010903353343275116,COMPLETE
92,0.0016385719180107116,40,0.1,210,60,12,0.0001084117893976197,1,20,0.7999999999999999,0.010412516848389165,COMPLETE
93,0.0003135428841536244,30,0.1,210,60,12,0.00033921579198927367,1,20,0.7999999999999999,0.012487990883029466,COMPLETE
94,0.0020918628782965244,40,0.1,210,60,12,0.00033265188593985826,1,20,0.7999999999999999,0.011518563514304046,COMPLETE
95,0.0031659372616559267,40,0.1,210,60,12,0.0002779948386378921,1,20,0.7999999999999999,0.03220238657865759,COMPLETE
96,0.0011560884676873684,50,0.1,210,90,12,0.00047837153840244806,5,20,0.7999999999999999,0.010410256837230706,COMPLETE
97,0.0005989000123615066,30,0.1,210,60,12,0.0001513731451093358,1,20,0.7999999999999999,0.01291611745645547,COMPLETE
98,0.0005314835347235203,50,0.1,210,30,10,0.00036817539556582005,1,20,0.7999999999999999,0.01106490588582238,COMPLETE
99,0.00038075738993939014,40,0.1,210,60,12,0.00044279342246644423,3,20,0.7999999999999999,0.015377957040468366,COMPLETE
100,0.0031326796549061933,30,0,210,60,12,9.250610061885914e-05,1,20,0.7999999999999999,0.01175925160955907,COMPLETE
101,0.1385897934436798,30,0.1,210,30,12,0.0005198419414027389,9,16,0.7999999999999999,0.012428963776956011,COMPLETE
102,0.00010489881969988346,40,0.1,210,90,12,0.0009902760148781723,1,20,0.7999999999999999,0.016960849724529947,COMPLETE
103,0.0002791326318401843,40,0.1,210,90,12,0.0009870143687180078,1,20,0.7999999999999999,0.016949915242952838,COMPLETE
104,0.0001930554168211529,40,0.1,210,90,12,0.000906697725915403,1,20,0.7999999999999999,0.013497177876727927,COMPLETE
105,0.0035491577830725875,40,0.1,210,90,12,0.0008985380183976102,1,20,0.7999999999999999,0.013706052524874087,COMPLETE
106,0.0008359539438970387,40,0.1,210,90,12,0.0006380627088530667,1,20,0.7999999999999999,0.0187641789131957,COMPLETE
107,0.00015889682545093818,40,0.1,210,90,12,0.0008073966639312707,1,20,0.7999999999999999,0.01326612710865839,COMPLETE
108,0.0002019749692408368,40,0.1,210,90,8,0.0007429665332631333,1,20,0.7999999999999999,0.014760635422930934,COMPLETE
109,0.00022043840435799212,40,0.1,210,90,12,0.0008038054999077756,1,20,0.7999999999999999,0.013319124389847226,COMPLETE
110,0.0007233413215726614,50,0.1,210,90,12,0.0006923721384813839,1,20,0.7999999999999999,0.016338526217478506,COMPLETE
111,0.008446973701938986,40,0.1,210,90,12,0.0009256398035088094,3,20,0.7999999999999999,0.015714316242841354,COMPLETE
112,0.00022649821825325488,50,0.1,210,90,10,0.0005755675176478722,1,20,0.7999999999999999,0.011386676410541504,COMPLETE
113,0.0017917828867211939,40,0.1,210,90,8,0.0007547180478302287,1,20,0.7999999999999999,0.014719047374346908,COMPLETE
114,0.0006970752525376156,40,0.1,210,90,8,0.0008514165723787536,1,20,0.7999999999999999,0.013963902733542468,COMPLETE
115,7.700864734943025e-05,40,0.1,210,90,8,0.0009796687036804925,1,20,0.7999999999999999,0.012683744246991133,COMPLETE
116,0.0002715508366236463,40,0.1,210,90,8,0.0009964901264274727,1,20,0.7999999999999999,0.012610833331386299,COMPLETE
117,0.0011610043467953802,40,0.1,210,0,6,0.0008788148087593092,1,20,0.7999999999999999,0.010622236010665993,COMPLETE
118,4.671026017604163e-05,40,0.1,210,90,12,0.0006746318868286501,1,20,0.7999999999999999,0.010300895056885207,COMPLETE
119,5.032750996178948e-06,50,0,210,90,12,0.0006683850844851148,1,20,0.7,0.011237810656549453,COMPLETE
120,0.00020546392537653445,50,0.1,210,90,12,0.0006670210506965639,1,20,0.7,0.010010193218072935,COMPLETE
121,7.10851360054221e-06,50,0,210,120,8,0.0006088124118085805,1,20,0.7,0.011190684585849457,COMPLETE
122,0.006030452251434326,50,0,210,120,8,0.0005644045769169549,1,20,0.7,0.011061352570405811,COMPLETE
123,0.0011712674982845782,50,0,210,120,8,0.0008124354030231392,1,20,0.7,0.0105400128193757,COMPLETE
124,0.0003956057969480753,50,0,210,90,8,0.0006606646513157075,1,20,0.7,0.011319424428178449,COMPLETE
125,2.9528054292313754e-05,50,0,210,120,8,0.0006112038872410947,1,20,0.7,0.010195485508814257,COMPLETE
126,0.00018157160840928554,50,0,210,120,8,0.00044306268487692,1,20,0.7,0.010344975691420628,COMPLETE
127,0.002359405420720577,50,0,210,120,8,0.000608400367651829,1,20,0.75,0.010865180188962903,COMPLETE
128,0.00048644106835126876,50,0,210,120,8,0.0005282848564392716,1,20,0.7,0.010007013728499842,COMPLETE
129,0.0002142106369137764,50,0,210,150,8,0.0007046818548196234,1,20,0.7,0.011816316983392998,COMPLETE
130,0.0004183355160057545,50,0,210,30,8,0.000746127358761175,1,20,0.7,0.010923803978433136,COMPLETE
131,0.00014451919123530387,50,0,210,120,8,0.0004231648808748491,1,20,0.7,0.012488153601812694,COMPLETE
132,0.0015132520720362664,50,0,210,120,8,1.1027772593245159e-05,1,20,0.7,0.012363770772218651,COMPLETE
133,0.00010070414515212178,50,0,210,120,8,0.000410068837820048,1,20,0.7,0.011309395661644885,COMPLETE
134,0.0005925777740776539,50,0,210,120,8,0.00043957113162737863,1,20,0.7,0.011521656642590321,COMPLETE
135,0.0028590380400419237,50,0,210,120,8,0.0006105642201314224,1,20,0.7,0.012884788427253905,COMPLETE
136,1.8077341374009847e-05,50,0,210,120,8,0.0005153248015145064,1,20,0.7,0.012156515282327834,COMPLETE
137,6.16609735880047e-05,50,0,210,120,8,0.0005234447007094943,1,20,0.7,0.011374430228143753,COMPLETE
138,0.0004789296071976423,50,0,210,120,8,0.0004832073057761103,1,20,0.7,0.010188320593076134,COMPLETE
139,0.0002815181016921997,50,0,210,120,8,0.0005209107372229037,1,20,0.7,0.011227326705036598,COMPLETE
140,0.009540250301361084,50,0,210,120,8,1.2893124874300114e-05,1,20,0.7,0.010586232899441049,COMPLETE
141,9.383279597386717e-05,50,0,210,120,8,0.0006867038754136705,1,20,0.7,0.011620840020204607,COMPLETE
142,0.0037225966155529024,50,0,210,120,8,0.0006953199191602135,1,20,0.7,0.01206537977945186,COMPLETE
143,0.0008598428592085838,50,0,210,120,8,0.0005750841692374433,1,20,0.7,0.01152682577629757,COMPLETE
144,0.00035514162853360175,50,0,210,120,8,0.0006296860672601989,1,20,0.7,0.011046202319389492,COMPLETE
145,0.0007832633517682552,50,0,210,120,8,0.0007626655762726308,1,20,0.7,0.010439810499131258,COMPLETE
146,0.00024669652339071035,50,0,210,120,8,0.0008517238630745438,1,20,0.7,0.0128342844681371,COMPLETE
147,0.0007762602530419826,50,0,210,120,8,0.0005254541493408691,1,20,0.7,0.011477768606994109,COMPLETE
148,0.002518215924501419,50,0,210,150,8,0.0007045703051302007,1,20,0.7,0.012034862907109544,COMPLETE
149,0.00012194922892376781,50,0,210,120,8,0.0009441903142012183,1,20,0.7,0.014197600495112588,COMPLETE
150,0.00015165124088525772,50,0,210,120,8,0.0005767606289678589,1,20,0.7,0.010003661962680686,COMPLETE
151,0.04158809304237366,50,0,210,120,8,0.0009919518097993966,7,20,0.7,0.010771932537654074,COMPLETE
152,0.0008061356283724308,50,0,210,120,8,0.0006487132667574255,1,20,0.7,0.012113914806126983,COMPLETE
153,0.0416050386428833,50,0,210,120,8,0.00037637471227084914,1,20,0.7,0.01173599264347135,COMPLETE
154,0.08003230094909668,50,0,210,30,8,0.0004758642359843174,1,20,0.75,0.011309051575713424,COMPLETE
155,0.005342872589826584,50,0,210,0,8,0.000777507420639016,1,20,0.7,0.013009563710085546,COMPLETE
156,0.01970557519234717,10,0,210,60,6,0.0008629108481863966,1,20,0.7,0.010632352695660787,COMPLETE
157,0.0012931282818317413,50,0,210,120,8,0.0005406089213506216,1,20,0.7,0.012406400252975677,COMPLETE
158,0.0001043693465180695,50,0,210,90,12,0.0003966749789474459,1,20,0.7,0.01177168479177708,COMPLETE
159,0.00040447013452649117,50,0,210,90,12,0.0006071606358169961,1,20,0.7,0.011220442704764412,COMPLETE
160,0.01665325611829758,50,0,210,90,10,0.00030648610776239126,5,20,0.7,0.022096778467062074,COMPLETE
161,0.0005178492795675993,50,0,210,90,8,0.0001751125274016454,1,20,0.7,0.013530139565542852,COMPLETE
162,7.986535056261346e-06,50,0,210,90,12,0.0006958592075298654,1,20,0.7,0.010891094854287636,COMPLETE
163,0.000338035449385643,50,0,210,90,12,0.0006839984780027366,1,20,0.7,0.01069590921272104,COMPLETE
164,0.0006850842386484146,50,0,210,90,12,0.0007815764455555075,1,20,0.7,0.010376594937435679,COMPLETE
165,2.36864248290658e-05,50,0,210,90,12,0.0004952432774099817,1,20,0.7,0.011071402274294843,COMPLETE
166,0.00010196527233347297,50,0,210,90,12,0.0004883659800581343,1,20,0.7,0.011086145380871801,COMPLETE
167,8.334056008607149e-05,50,0,210,90,12,0.0004110346065425232,1,20,0.7,0.011084971412131113,COMPLETE
168,0.00010318858781829476,50,0,210,90,12,0.0005066820171204577,1,20,0.7,0.011036817542224206,COMPLETE
169,0.0009144484810531139,50,0,210,90,12,0.0004522321351995034,1,20,0.7,0.010003076521026924,COMPLETE
170,0.0006777238100767136,50,0,210,90,12,0.0005964386504737803,1,20,0.7,0.011040766543075543,COMPLETE
171,0.0004036182165145874,50,0,210,90,12,0.0004173850721663047,1,20,0.7,0.010458495751466037,COMPLETE
172,0.000339288916438818,50,0,210,90,12,0.0004905229110245073,1,20,0.7,0.011576842836361274,COMPLETE
173,0.00011647113366052509,50,0,210,90,12,0.0005067938494662483,1,20,0.7,0.011034314518429,COMPLETE
174,9.873613249510527e-05,50,0,210,90,12,0.0005572998533858092,1,20,0.7,0.01080605921915244,COMPLETE
175,9.627746650949121e-05,50,0,210,90,12,0.0005420460177904563,1,20,0.7,0.010469292817685471,COMPLETE
176,0.00045966729521751404,50,0,210,90,12,0.0006497843347665137,1,20,0.7,0.010396267687073862,COMPLETE
177,4.5838800724595784e-05,50,0,210,90,12,0.0005642493588659358,1,20,0.7,0.0268970647216706,COMPLETE
178,0.001067442111670971,50,0,210,90,12,0.0005428703820225241,1,20,0.7,0.02868926453349368,COMPLETE
179,0.000672666747123003,50,0,210,90,12,0.0005698778266735733,1,20,0.7,0.010029243758096556,COMPLETE
180,7.641386240720748e-05,50,0,210,90,12,0.0007104367892957266,1,20,0.7,0.012172674524665725,COMPLETE
181,0.001230466440320015,50,0,210,90,12,0.0007036918699593824,1,20,0.7,0.049387156012151524,COMPLETE
182,0.00011397240683436394,50,0,210,90,12,0.0006296044108236122,1,20,0.7,0.012153504945459349,COMPLETE
183,0.0005204761680215597,50,0,210,90,12,0.000567143904538057,1,20,0.7,0.010605064013070502,COMPLETE
184,0.0005326357670128346,50,0,210,90,12,0.000733109718347187,1,20,0.7,0.011666954920962449,COMPLETE
185,7.30757528799586e-06,50,0,210,90,12,0.0008311498659736389,1,20,0.7,0.012518563781828205,COMPLETE
186,0.0012894942983984947,50,0,210,90,12,0.0008397213386749658,1,20,0.7,0.02606146289454421,COMPLETE
187,0.00037337915040552616,50,0,210,90,12,0.0006613766174839562,1,20,0.7,0.012532035086971137,COMPLETE
188,7.84531730460003e-06,50,0,210,90,12,0.0008861050603054864,1,20,0.7,0.012021969134515705,COMPLETE
189,0.00013996092835441231,50,0,210,90,12,0.0009060582693597108,1,20,0.7,0.012693255177060627,COMPLETE
190,8.712391136214137e-05,50,0,210,90,12,0.0007937364324016878,1,20,0.7,0.03984405696745836,COMPLETE
191,0.00016762583050876855,50,0,210,90,12,0.0008167631513350672,1,20,0.7,0.03403421650090836,COMPLETE
192,0.0003333646524697542,50,0,210,90,12,0.0007683831571289915,1,20,0.7,0.05800724390357322,COMPLETE
193,6.613056291826069e-05,50,0,210,90,12,0.0007150529856504316,1,20,0.7,0.012026956136493627,COMPLETE
194,0.00012006431818008423,50,0,210,90,12,0.0008874308356226017,1,20,0.7,0.04333926748070022,COMPLETE
195,0.001721761680673808,50,0,210,90,12,0.0007471459535477248,1,20,0.75,0.012166195140421972,COMPLETE
196,0.0011811842024326323,50,0,210,90,12,0.0008682813833851258,1,20,0.7,0.045837009430021315,COMPLETE
197,1.374697603750974e-05,50,0,210,90,12,0.0008061160774357175,1,20,0.7,0.01196866654455407,COMPLETE
198,0.005226689670234918,20,0,210,90,12,0.0007926069122582631,1,20,0.7,0.038037962673242116,COMPLETE
