number,value,params_batch_size,params_delta_min,params_fclayer1,params_fclayer2,params_first_conv_outchann,params_learning_rate,params_max_loss_reset,params_second_conv_outchann,params_split_size,params_weight_decay,state
65,0.008432158529758453,50,0,120,30,12,5.1466038977881664e-05,1,20,0.7,0.015246750738863127,COMPLETE
66,0.03195803463459015,40,0,120,90,10,2.869849147089477e-05,3,20,0.75,0.02187734529862839,COMPLETE
67,0.006168242233494918,30,0,120,30,12,0.00023786863142312222,1,20,0.7,0.04152833651903676,COMPLETE
68,0.0018272913992404937,50,0,120,0,10,0.0001941058895741717,1,20,0.75,0.0185592457250438,COMPLETE
69,0.019675282947719096,40,0,150,60,10,0.0004811398348728828,3,20,0.7999999999999999,0.02504936942108825,COMPLETE
70,0.05558668851852417,50,0.1,120,60,12,0.0008070725947929938,5,20,0.7999999999999999,0.01617546120213265,COMPLETE
71,0.0013722998206503688,40,0.1,210,0,10,0.0006189140499038728,1,20,0.7,0.09264605155321695,COMPLETE
72,0.0017080774414353073,40,0.1,180,0,10,0.0006405755502278165,1,20,0.7,0.08859643526238486,COMPLETE
73,0.001242983463453129,40,0.1,210,0,10,0.00044151654418740573,1,20,0.7,0.06951544349464742,COMPLETE
74,0.0070900325663387775,40,0.1,210,0,10,0.0004380446336403438,1,20,0.7,0.09472685587657229,COMPLETE
75,0.002364597748965025,30,0.1,210,0,10,0.00034417351600185173,1,20,0.7,0.06858005467796625,COMPLETE
76,0.002995007252320647,40,0.1,210,0,10,0.0005110165853097201,1,20,0.7,0.08235983174160676,COMPLETE
77,0.0012438047619070859,40,0.1,210,0,10,0.0007321117799682981,1,20,0.7,0.07432807546326813,COMPLETE
78,0.0028215447068214417,50,0.1,210,0,8,0.0007162783190968498,1,20,0.7,0.09220932004177956,COMPLETE
79,0.009464698657393456,40,0.1,210,0,10,0.00038677090015142165,3,20,0.7,0.07443429647318317,COMPLETE
80,0.011356213223189115,20,0.1,210,0,10,0.00091993456584755,1,20,0.7,0.07847226247170837,COMPLETE
81,0.0013583917054347694,40,0.1,210,0,10,0.0006226620970136611,1,20,0.7,0.06285454246023044,COMPLETE
82,0.0014227804727852344,40,0.1,210,0,10,0.0006132717603692683,1,20,0.7,0.0643271227324555,COMPLETE
83,0.0036774382926523684,40,0.1,210,0,10,0.0007538493861830619,1,20,0.7,0.07262302749385584,COMPLETE
84,0.0036483329720795156,40,0.1,210,0,10,0.0008819136649289266,1,20,0.7,0.0587291377151372,COMPLETE
85,0.0009584600105881691,50,0.1,180,0,10,0.00012508926277148046,1,20,0.7,0.0672584606498364,COMPLETE
86,0.007379016578197479,50,0.1,180,0,10,0.00011229233478907107,5,20,0.7,0.055723284749827545,COMPLETE
87,0.001551844161003828,50,0.1,180,30,10,0.0001628167633024136,1,20,0.7,0.061863439358752687,COMPLETE
88,0.003033543974161148,50,0.1,180,0,10,0.00013206545043832892,1,20,0.7,0.06607608239474753,COMPLETE
89,0.0030456367880105973,50,0.1,210,30,10,6.518215469463097e-05,3,20,0.7,0.06852893196334267,COMPLETE
90,0.0035252802819013595,50,0,180,0,8,9.512006643934949e-05,1,20,0.7,0.04886462403783506,COMPLETE
91,0.0032708564307540656,40,0.1,210,0,10,7.905944733255448e-05,1,20,0.7,0.0826156138823084,COMPLETE
92,0.001854985672980547,40,0.1,210,0,10,3.813663513357742e-05,1,20,0.7,0.07247158034761089,COMPLETE
93,0.00160800751298666,50,0.1,210,0,10,0.0006547142565558393,1,20,0.7,0.07761380709447727,COMPLETE
94,0.011918396949768066,50,0.1,210,0,10,0.0001267301619179275,1,20,0.7,0.08923062685209593,COMPLETE
95,0.0016205216525122523,40,0.1,210,0,10,0.0004271908513059811,1,20,0.7,0.05655439799471605,COMPLETE
96,0.005650069266557693,50,0.1,210,30,10,0.00017648897009107969,1,20,0.7,0.0942725776686191,COMPLETE
97,0.0028280647937208416,30,0,180,0,10,0.00021395673312825513,1,20,0.7,0.06609173871608139,COMPLETE
98,0.025311515480279923,40,0.1,150,30,10,0.0009995622340180457,3,20,0.7999999999999999,0.09986982008915739,COMPLETE
99,0.013837557286024094,30,0,210,120,10,0.00010009609793569688,1,20,0.7,0.06246043621980851,COMPLETE
100,0.00415870301425457,50,0.1,210,0,10,0.0003215379496238695,5,20,0.7,0.0596822524165391,COMPLETE
101,0.008236490096896887,40,0.1,150,0,10,0.0005779205533901007,1,20,0.7,0.05091009979256632,COMPLETE
102,0.0011519890453200788,40,0.1,150,60,10,0.0005017305036954546,1,20,0.7,0.03383839856052149,COMPLETE
103,0.02038721665740013,40,0.1,150,30,10,0.0005831337994624086,1,20,0.7,0.07059983050866224,COMPLETE
104,0.001380155491642654,40,0.1,150,0,10,0.0004995767859751898,1,20,0.7,0.037190040173722676,COMPLETE
105,0.012820703536272049,40,0,150,30,10,0.00014914283950176376,9,20,0.7,0.08037153624566255,COMPLETE
106,0.001899271341972053,40,0.1,150,60,10,0.0007659920121692685,1,20,0.7,0.08515172372682966,COMPLETE
107,0.0007714967452920973,50,0.1,180,0,10,0.00044864515243306504,1,20,0.7999999999999999,0.010564610173358958,COMPLETE
108,0.0027438347414135934,50,0,180,60,10,0.0004037442910354244,1,20,0.7999999999999999,0.01029864152092198,COMPLETE
109,0.0031863470003008843,50,0.1,180,0,10,0.0002765877327412892,1,20,0.7999999999999999,0.012680459848793924,COMPLETE
110,0.002839316837489605,50,0,180,30,10,0.0006828661440742257,1,20,0.7999999999999999,0.03363211447160364,COMPLETE
111,0.0026439372450113297,50,0.1,150,0,10,0.0004606725156986275,1,20,0.7999999999999999,0.010850953135924804,COMPLETE
112,0.01011824294924736,50,0.1,210,0,10,0.0008733420378157381,1,20,0.7999999999999999,0.011622978153289776,COMPLETE
113,0.0011519598425365984,40,0.1,150,0,10,0.00030272124976290864,1,20,0.7999999999999999,0.03029616499320291,COMPLETE
114,0.06307484284043312,40,0.1,150,0,10,0.00024170458444423335,7,20,0.7999999999999999,0.014179405607684084,COMPLETE
115,0.001197284674271941,50,0.1,150,0,10,0.00031679369340192746,1,20,0.7999999999999999,0.027237735458781404,COMPLETE
116,0.004409933276474476,40,0.1,150,0,10,0.00030050134532478217,1,20,0.7999999999999999,0.02868270823983221,COMPLETE
117,0.0009268985688686371,50,0.1,150,0,10,0.0003581373024898516,1,20,0.7999999999999999,0.02615638815488637,COMPLETE
118,0.0008405553223565221,50,0.1,150,0,10,0.0003432345919994817,1,20,0.7999999999999999,0.026527418860324545,COMPLETE
119,0.0022160135954618454,50,0.1,150,0,10,0.0003114863122283483,1,20,0.7999999999999999,0.026793536923882314,COMPLETE
120,0.0022646146826446056,50,0.1,150,0,10,0.0003502052103870598,1,20,0.7999999999999999,0.030114034810279577,COMPLETE
121,0.0011422029603272677,50,0.1,150,0,10,0.00039793819123020585,1,20,0.7999999999999999,0.025241471803838584,COMPLETE
122,0.004894385263323784,50,0.1,150,0,10,0.0002590191770453338,1,20,0.7999999999999999,0.02478159774959917,COMPLETE
123,0.002211468107998371,50,0.1,150,0,10,0.00034290301096479806,1,20,0.7999999999999999,0.02280627442605908,COMPLETE
124,0.0039344213157892225,50,0.1,150,0,10,0.00039773239119492,1,20,0.7999999999999999,0.021084110424930247,COMPLETE
125,0.004212373606860637,50,0.1,150,0,10,0.00028657543671795256,1,20,0.7999999999999999,0.025800827780681903,COMPLETE
126,0.0029056685790419578,50,0.1,150,0,10,0.00037227415684233845,1,20,0.7999999999999999,0.030343377818723347,COMPLETE
127,0.0019058358995243908,50,0.1,150,0,10,0.0004595495576642006,1,20,0.7999999999999999,0.02399331716229078,COMPLETE
128,0.0006543385284021497,50,0.1,150,0,10,0.00033703632018471205,1,20,0.7999999999999999,0.02731331185999582,COMPLETE
129,0.0019293673010542989,50,0.1,150,0,10,0.00033922585164567967,1,20,0.7999999999999999,0.026827820286714665,COMPLETE
130,0.002301589474081993,50,0.1,150,0,10,0.00041679895137731803,1,20,0.7999999999999999,0.0329924834898439,COMPLETE
131,0.0011461976543068887,50,0.1,150,0,10,0.00037140725995772194,1,20,0.7999999999999999,0.028589626159486493,COMPLETE
132,0.0007414251891896129,50,0.1,150,0,10,0.00023345830519815505,1,20,0.7999999999999999,0.029460890000712454,COMPLETE
133,0.004804623723030091,50,0.1,150,0,10,0.00021940399216074374,1,20,0.7999999999999999,0.02764930298325534,COMPLETE
134,0.0018148680310696363,50,0.1,150,0,10,0.0003692539353972181,1,20,0.7999999999999999,0.02921793060094574,COMPLETE
135,0.006619823575019837,50,0.1,150,0,10,0.00019706812430098065,1,20,0.7999999999999999,0.03502720881444898,COMPLETE
136,0.001819892879575491,50,0.1,150,0,10,0.00025886202111074553,1,20,0.7999999999999999,0.03088727714053791,COMPLETE
137,0.0029388027265667914,50,0.1,150,0,10,0.0002912017266186692,1,20,0.7999999999999999,0.02799181582267716,COMPLETE
138,0.0033169636130332947,50,0.1,150,0,10,0.00023222220435985372,1,20,0.7999999999999999,0.025642279257572256,COMPLETE
139,0.0010858701914548874,50,0.1,150,0,10,0.00032896544346851676,1,20,0.7999999999999999,0.03272901419388798,COMPLETE
140,0.0018963076267391444,50,0.1,150,0,10,0.0003158332394964979,1,20,0.7999999999999999,0.032432996381474365,COMPLETE
141,0.002263866849243641,50,0.1,150,0,10,0.00038073264600296434,1,20,0.7999999999999999,0.03505762181229345,COMPLETE
142,0.0027140497788786886,50,0.1,150,0,10,0.00044074339922951675,1,20,0.7999999999999999,0.02445686509627468,COMPLETE
143,0.0017316329292953014,50,0.1,150,0,10,0.0005121281993364008,1,20,0.7999999999999999,0.02844671174124808,COMPLETE
144,0.0015482804737985134,50,0.1,150,0,10,0.0003200693095484637,1,20,0.7999999999999999,0.031107604179739103,COMPLETE
145,0.006714289858937263,50,0.1,150,0,10,0.0002766816691714027,1,20,0.7999999999999999,0.029691949073198953,COMPLETE
146,0.0029011328890919687,50,0.1,150,0,10,0.0003950999305669147,1,20,0.7999999999999999,0.026420667205491615,COMPLETE
147,0.002476995699107647,50,0.1,150,0,10,0.0003420054610106752,1,20,0.7999999999999999,0.023172512608413146,COMPLETE
148,0.005001703649759293,50,0.1,150,0,10,0.0002535922325217818,1,20,0.7999999999999999,0.0194599184295152,COMPLETE
149,0.0013916064240038395,50,0.1,150,0,10,0.00029657025460240493,1,20,0.7999999999999999,0.021970212937549333,COMPLETE
150,0.003774856999516487,50,0.1,180,0,10,0.0004404981123004994,7,20,0.7999999999999999,0.03380200876019111,COMPLETE
151,0.0027701887860894204,50,0.1,150,0,10,0.00034627682306126613,1,20,0.7999999999999999,0.042091895116495,COMPLETE
152,0.0012235675659030675,50,0.1,150,0,10,0.00048077256262953787,1,20,0.7999999999999999,0.027126713310210694,COMPLETE
153,0.003009275160729885,50,0.1,150,0,10,0.0004980284429829625,1,20,0.7999999999999999,0.017770006407172887,COMPLETE
154,0.0011426978278905153,50,0.1,150,0,10,0.00038143138018336526,1,20,0.7999999999999999,0.02712197088253573,COMPLETE
155,0.003257277011871338,50,0.1,150,0,10,0.00037690805353636655,1,20,0.7999999999999999,0.02690062078747766,COMPLETE
156,0.005046849921345711,50,0.1,150,0,10,0.00031693511059852807,1,20,0.7999999999999999,0.028385865962811056,COMPLETE
157,0.002114452915266156,50,0.1,150,0,10,0.0002751692903732324,1,20,0.7999999999999999,0.025051087037220695,COMPLETE
158,0.0011765494104474783,50,0.1,150,0,10,0.00040501089416982485,1,20,0.7999999999999999,0.029712775868253622,COMPLETE
159,0.005189135372638702,50,0.1,150,0,10,0.0004168517722248113,1,20,0.7999999999999999,0.0318959627514367,COMPLETE
160,0.0008501134999096394,50,0.1,180,0,10,0.0003571796315319538,1,20,0.7999999999999999,0.03795542508200677,COMPLETE
161,0.0024875831604003907,50,0.1,180,0,10,0.0003594719346180248,1,20,0.7999999999999999,0.03699842110790555,COMPLETE
162,0.0031720319390296935,50,0.1,180,0,10,0.00030553470907317365,1,20,0.7999999999999999,0.02950249522234264,COMPLETE
163,0.0006453241861891001,50,0.1,180,0,10,0.0003946742501446637,1,20,0.7999999999999999,0.031369865466481385,COMPLETE
164,0.004339254796504975,50,0.1,180,0,10,0.0004037453657041619,1,20,0.7999999999999999,0.03975362276071501,COMPLETE
165,0.0008751726057380438,50,0.1,180,0,10,0.0003647499899087627,1,20,0.7999999999999999,0.03098590964201271,COMPLETE
166,0.00220756396651268,50,0.1,180,0,10,0.0003542251590838534,1,20,0.7999999999999999,0.03442374956042967,COMPLETE
167,0.002391479518264532,50,0.1,180,0,10,0.00033503679519261714,1,20,0.7999999999999999,0.031503397651752044,COMPLETE
168,0.000715526477433741,50,0.1,180,0,10,0.0002543657762147009,1,20,0.7999999999999999,0.03310471011753202,COMPLETE
169,0.004276318252086639,50,0.1,180,0,10,0.0002339384277483593,1,20,0.7999999999999999,0.031995546231344374,COMPLETE
170,0.005742223858833313,50,0.1,180,0,10,0.00018159037740215966,1,20,0.7999999999999999,0.030554306514735417,COMPLETE
171,0.006316484734416008,50,0.1,180,0,10,0.0002638900306857332,1,20,0.7999999999999999,0.03532832352105538,COMPLETE
172,,50,0.1,180,150,10,0.00021180043312908972,1,20,0.7999999999999999,0.03343089102611602,FAIL
173,0.0016600796952843666,50,0.1,180,150,10,0.00021180043312908972,1,20,0.7999999999999999,0.03343089102611602,COMPLETE
174,0.014839900135993957,50,0.1,180,0,10,0.0003817713296114312,1,20,0.75,0.03659312075336623,COMPLETE
175,0.0012581647746264934,50,0.1,180,0,10,0.000291640568065836,1,20,0.7999999999999999,0.028517860256178983,COMPLETE
176,0.0026786569878458977,50,0.1,180,0,10,0.00043938453258592265,1,20,0.7999999999999999,0.03340413627974091,COMPLETE
177,0.02516194386407733,10,0.1,180,0,10,0.00024775817555901643,1,20,0.7999999999999999,0.030787676218100374,COMPLETE
178,0.0033445242419838906,50,0.1,180,0,10,0.000358619748518587,1,20,0.7999999999999999,0.026176244100857244,COMPLETE
179,0.000723821921274066,50,0.1,180,0,10,0.0005408766132659239,1,20,0.7999999999999999,0.01600944471373727,COMPLETE
180,0.0006635725102387369,50,0.1,180,0,10,0.00028641099775700567,1,20,0.7999999999999999,0.015106726212473415,COMPLETE
181,0.0010880246944725514,50,0.1,180,0,10,0.0005382323434776445,1,20,0.7999999999999999,0.01614634084062673,COMPLETE
182,0.0008996957167983056,50,0.1,180,0,10,0.0004664581186104175,1,20,0.7999999999999999,0.016616067156185483,COMPLETE
183,0.0034170490503311157,50,0.1,180,0,10,0.0005430674027680081,1,20,0.7999999999999999,0.015887191921878707,COMPLETE
184,0.0035293936356902123,50,0.1,180,0,10,0.0005351874004578364,1,20,0.7999999999999999,0.0167895462140068,COMPLETE
185,0.00204807847738266,50,0.1,180,0,10,0.0004627302128938276,1,20,0.7999999999999999,0.015491210289336272,COMPLETE
186,0.00260883204638958,50,0.1,180,0,10,0.0002774460527905639,1,20,0.7999999999999999,0.014494009406842276,COMPLETE
187,0.002465568073093891,50,0.1,180,0,10,0.0003347134051773022,1,20,0.7999999999999999,0.017504883111358647,COMPLETE
188,0.0012839547358453273,50,0.1,180,0,10,0.0004413927986148071,1,20,0.7999999999999999,0.013735736105686357,COMPLETE
189,0.0026425478234887124,50,0.1,180,0,10,0.0005863430643847982,1,20,0.7999999999999999,0.016573073299415174,COMPLETE
190,0.0019494738057255745,50,0.1,180,0,6,0.00040773264830273523,1,20,0.7999999999999999,0.01261465450860043,COMPLETE
191,0.0015539068542420864,50,0.1,180,0,10,0.0002350446584238061,1,20,0.7999999999999999,0.015074052440552755,COMPLETE
192,0.0009298909455537796,50,0.1,180,0,10,0.0003785402863976837,1,20,0.7999999999999999,0.019433776681358792,COMPLETE
193,0.0017979564890265465,50,0.1,180,0,10,0.00032808134307403644,1,20,0.7999999999999999,0.018331182260746114,COMPLETE
194,0.0007224432658404112,50,0.1,180,0,10,0.0004788461263883467,1,20,0.7999999999999999,0.017295471533420776,COMPLETE
195,0.0006129829125711694,50,0.1,180,0,10,0.0004847864925972995,1,20,0.7999999999999999,0.01916450354983345,COMPLETE
196,0.0007158330944366753,50,0.1,180,0,10,0.00047968832292907707,1,20,0.7999999999999999,0.01658090271807065,COMPLETE
197,0.005125035271048546,50,0.1,180,0,10,0.0004887164420629848,1,20,0.7999999999999999,0.017377244163636372,COMPLETE
198,0.0028746303543448447,50,0.1,180,0,10,0.00048715888231129446,1,20,0.7999999999999999,0.018344849001315357,COMPLETE
199,0.007109037190675735,50,0.1,180,0,10,0.0004432879973931766,1,20,0.7999999999999999,0.019404877447536398,COMPLETE
